Lines of Code,Cyclomatic Complexity,Number of Calls,TBF,Reliability,Title_Vector
127,11,3,0,1,"[ 0.06770834  0.08919271 -0.02685547  0.09458097 -0.11813354 -0.00947571
  0.13411458 -0.09153239  0.10707601  0.11962891 -0.03308105 -0.09016927
  0.06794739  0.0447286   0.00874837  0.10762533  0.07037354  0.10514323
 -0.1188558  -0.13798015  0.00732422  0.06223552 -0.16227214 -0.01303101
 -0.08389536 -0.04182943 -0.00414785  0.19049327  0.05985514 -0.04630534
  0.10164388 -0.04477946  0.01759847  0.1097819   0.06339518 -0.03141276
  0.03540039  0.05627441  0.02762858 -0.03173828  0.16482544  0.0764974
  0.0616862   0.03357951  0.03455607 -0.10909525 -0.14646403 -0.06288656
 -0.04300944  0.00642904  0.02209473 -0.07149252 -0.11421712 -0.13008626
  0.01289876  0.05268733 -0.10038248 -0.10603841 -0.01759847 -0.09647623
 -0.02661133  0.05847168 -0.05053711 -0.07116699 -0.05826823  0.09875488
  0.02335103  0.15698242 -0.16151936  0.07472738  0.07761637 -0.00899251
  0.06382243  0.02901204 -0.07826742 -0.11871338  0.13324992  0.06708781
 -0.01177979  0.07447306 -0.00499471  0.01845296  0.07014974 -0.0230662
  0.0851237   0.0273234  -0.03922526  0.2187093  -0.05859884  0.03926595
  0.06811523 -0.09041341  0.02007039  0.00048828  0.13704427 -0.06685384
 -0.10351562  0.00976562  0.02704875  0.03559875  0.05860392  0.00341797
 -0.03487142  0.07077535  0.00131226 -0.04146321 -0.1300761   0.00834147
  0.0179952  -0.0006307  -0.03672282 -0.00817871 -0.01904297  0.02197266
  0.11952718  0.04341634 -0.0271403  -0.09895834  0.05738831  0.08948771
 -0.02097066  0.03999837 -0.13720703 -0.01038106 -0.02678426  0.04785156
  0.06595866 -0.02191162  0.08609009  0.10050455  0.05002848 -0.07218424
 -0.09790039 -0.00797526 -0.04223633 -0.0682373  -0.05251567 -0.05200195
  0.04296875  0.03162638  0.07273356 -0.09811401 -0.03820801  0.06632487
  0.08060709  0.03255208  0.07373047  0.04296875 -0.07017008  0.01808675
  0.16894531 -0.05993144 -0.084788    0.06530762 -0.00071716  0.00334676
 -0.16009521  0.01176961 -0.0197347  -0.02549235  0.07017008 -0.00813802
 -0.05927022 -0.02598063 -0.01283773 -0.03662109  0.05662028 -0.04124451
 -0.07284546  0.0084432  -0.11960856 -0.03895569 -0.08679199 -0.07560221
  0.00960286  0.02022298  0.17923991 -0.16411717 -0.03914388 -0.01868947
 -0.02966309 -0.05134837 -0.05147298  0.02060954  0.00742594  0.11021932
 -0.04162471  0.07293701  0.03361003  0.01509603 -0.07743327 -0.00929769
 -0.03690593  0.0633138  -0.0267334   0.00455729  0.04123942 -0.07822672
 -0.00240072 -0.05234782  0.03712972  0.05204264 -0.07241821 -0.07949829
 -0.06221517 -0.01569112  0.03975423 -0.01797485  0.09929339 -0.08288574
 -0.07137045  0.05757141 -0.0304362   0.09745535 -0.12265015 -0.05517578
  0.0975647   0.065389   -0.05521647  0.09535726  0.03403727  0.01212565
  0.0344696   0.01509603 -0.00791677  0.01076253  0.03317261 -0.02789307
  0.07824707  0.02072144 -0.06329346 -0.05594889  0.02319336 -0.0316569
 -0.02205404 -0.04207611  0.11621094 -0.03049215  0.12137858  0.07348633
 -0.05987549  0.01550293  0.0888443  -0.07700094 -0.00258382 -0.06048584
 -0.10009766  0.07526652  0.05809529  0.05576579  0.00606028  0.08104452
 -0.06663004 -0.07978312  0.00098673 -0.08483887 -0.04695638  0.10599772
  0.02464803 -0.01319377  0.07565816  0.02128092  0.05924479  0.08341471
  0.19144695 -0.02083333 -0.02434286  0.00150553 -0.00309245 -0.0846405
  0.043986    0.01701323  0.02823893 -0.0289917  -0.01196289 -0.0676651
 -0.07941691 -0.12394205 -0.04130046  0.00423177  0.02530416  0.15075684
  0.04486084 -0.06339518  0.03253428  0.01921082 -0.13834636 -0.04364014
 -0.06689453 -0.07643636 -0.11939494  0.12182617 -0.04996745  0.01981608
 -0.03857422  0.0064799   0.10496394 -0.03753662  0.04743449  0.04361979]"
127,11,2,0,1,"[ 0.06770834  0.08919271 -0.02685547  0.09458097 -0.11813354 -0.00947571
  0.13411458 -0.09153239  0.10707601  0.11962891 -0.03308105 -0.09016927
  0.06794739  0.0447286   0.00874837  0.10762533  0.07037354  0.10514323
 -0.1188558  -0.13798015  0.00732422  0.06223552 -0.16227214 -0.01303101
 -0.08389536 -0.04182943 -0.00414785  0.19049327  0.05985514 -0.04630534
  0.10164388 -0.04477946  0.01759847  0.1097819   0.06339518 -0.03141276
  0.03540039  0.05627441  0.02762858 -0.03173828  0.16482544  0.0764974
  0.0616862   0.03357951  0.03455607 -0.10909525 -0.14646403 -0.06288656
 -0.04300944  0.00642904  0.02209473 -0.07149252 -0.11421712 -0.13008626
  0.01289876  0.05268733 -0.10038248 -0.10603841 -0.01759847 -0.09647623
 -0.02661133  0.05847168 -0.05053711 -0.07116699 -0.05826823  0.09875488
  0.02335103  0.15698242 -0.16151936  0.07472738  0.07761637 -0.00899251
  0.06382243  0.02901204 -0.07826742 -0.11871338  0.13324992  0.06708781
 -0.01177979  0.07447306 -0.00499471  0.01845296  0.07014974 -0.0230662
  0.0851237   0.0273234  -0.03922526  0.2187093  -0.05859884  0.03926595
  0.06811523 -0.09041341  0.02007039  0.00048828  0.13704427 -0.06685384
 -0.10351562  0.00976562  0.02704875  0.03559875  0.05860392  0.00341797
 -0.03487142  0.07077535  0.00131226 -0.04146321 -0.1300761   0.00834147
  0.0179952  -0.0006307  -0.03672282 -0.00817871 -0.01904297  0.02197266
  0.11952718  0.04341634 -0.0271403  -0.09895834  0.05738831  0.08948771
 -0.02097066  0.03999837 -0.13720703 -0.01038106 -0.02678426  0.04785156
  0.06595866 -0.02191162  0.08609009  0.10050455  0.05002848 -0.07218424
 -0.09790039 -0.00797526 -0.04223633 -0.0682373  -0.05251567 -0.05200195
  0.04296875  0.03162638  0.07273356 -0.09811401 -0.03820801  0.06632487
  0.08060709  0.03255208  0.07373047  0.04296875 -0.07017008  0.01808675
  0.16894531 -0.05993144 -0.084788    0.06530762 -0.00071716  0.00334676
 -0.16009521  0.01176961 -0.0197347  -0.02549235  0.07017008 -0.00813802
 -0.05927022 -0.02598063 -0.01283773 -0.03662109  0.05662028 -0.04124451
 -0.07284546  0.0084432  -0.11960856 -0.03895569 -0.08679199 -0.07560221
  0.00960286  0.02022298  0.17923991 -0.16411717 -0.03914388 -0.01868947
 -0.02966309 -0.05134837 -0.05147298  0.02060954  0.00742594  0.11021932
 -0.04162471  0.07293701  0.03361003  0.01509603 -0.07743327 -0.00929769
 -0.03690593  0.0633138  -0.0267334   0.00455729  0.04123942 -0.07822672
 -0.00240072 -0.05234782  0.03712972  0.05204264 -0.07241821 -0.07949829
 -0.06221517 -0.01569112  0.03975423 -0.01797485  0.09929339 -0.08288574
 -0.07137045  0.05757141 -0.0304362   0.09745535 -0.12265015 -0.05517578
  0.0975647   0.065389   -0.05521647  0.09535726  0.03403727  0.01212565
  0.0344696   0.01509603 -0.00791677  0.01076253  0.03317261 -0.02789307
  0.07824707  0.02072144 -0.06329346 -0.05594889  0.02319336 -0.0316569
 -0.02205404 -0.04207611  0.11621094 -0.03049215  0.12137858  0.07348633
 -0.05987549  0.01550293  0.0888443  -0.07700094 -0.00258382 -0.06048584
 -0.10009766  0.07526652  0.05809529  0.05576579  0.00606028  0.08104452
 -0.06663004 -0.07978312  0.00098673 -0.08483887 -0.04695638  0.10599772
  0.02464803 -0.01319377  0.07565816  0.02128092  0.05924479  0.08341471
  0.19144695 -0.02083333 -0.02434286  0.00150553 -0.00309245 -0.0846405
  0.043986    0.01701323  0.02823893 -0.0289917  -0.01196289 -0.0676651
 -0.07941691 -0.12394205 -0.04130046  0.00423177  0.02530416  0.15075684
  0.04486084 -0.06339518  0.03253428  0.01921082 -0.13834636 -0.04364014
 -0.06689453 -0.07643636 -0.11939494  0.12182617 -0.04996745  0.01981608
 -0.03857422  0.0064799   0.10496394 -0.03753662  0.04743449  0.04361979]"
127,11,5,0,1,"[ 0.0665414   0.09287807 -0.02605765  0.12189592 -0.07272339  0.00914001
 -0.00882394 -0.11403111  0.10660226  0.11384801 -0.04949079 -0.06254142
 -0.07052612  0.05111258 -0.14114816  0.02228655  0.07725307  0.11165074
 -0.07489014 -0.11608451 -0.00889369  0.03681292  0.04677037  0.04876709
  0.02463205 -0.02566637 -0.11530195 -0.01609584  0.05004665 -0.02083152
 -0.00300598  0.0123945  -0.01995632 -0.02268764 -0.00027902  0.0554112
  0.02001081  0.03932408  0.03649902  0.08462743  0.03873989  0.01334054
  0.10858154 -0.00274658 -0.02647182 -0.06467111 -0.09566825 -0.09029252
 -0.05299595  0.06483678 -0.1136431   0.05074637  0.01165663 -0.01614816
 -0.01273019 -0.01721082 -0.02004133 -0.03795515  0.04839216 -0.13107736
 -0.06095886  0.07191686 -0.06083243 -0.00355748 -0.04296003 -0.01093401
 -0.07590158  0.13415527  0.00423758  0.00251116  0.00163051 -0.00764029
  0.0571725   0.01919447 -0.08632115 -0.08145577  0.09715053  0.06105259
  0.04778399  0.08317893 -0.01805769 -0.05935233  0.07463728 -0.03552028
  0.05501883 -0.01000977 -0.0503976   0.18193708  0.04761015  0.00348772
  0.04271153  0.08480399 -0.1315918  -0.16410173  0.05485317  0.03392683
  0.01799992 -0.01123047  0.091762   -0.03502982 -0.05322266 -0.044887
  0.00663539 -0.00794765  0.02979388  0.02073452 -0.0325579   0.00141035
  0.0063433   0.0199585  -0.1244594  -0.0299421  -0.06910924 -0.01999991
  0.05223737  0.09307317 -0.03754316 -0.02514212  0.01329695  0.01845006
  0.01832363  0.06461879 -0.01361302  0.09101649  0.01522391 -0.1589617
 -0.01054927  0.04802595 -0.00360979  0.0489502   0.01179068 -0.06831142
 -0.02556937 -0.1078404  -0.01619611 -0.0385655  -0.03209141 -0.02976772
  0.06052181  0.12541853  0.11861257 -0.04203578  0.0281808  -0.00373186
  0.00333078 -0.05960519 -0.07052612  0.02139718 -0.02291434  0.00164849
  0.07308524 -0.1167777  -0.03451102  0.02228655 -0.03283691 -0.07477678
 -0.03519113  0.04460362  0.10681152 -0.05118915 -0.04446847  0.00556292
  0.05525861  0.04377965  0.00837054 -0.04340472  0.074149   -0.0333361
 -0.01108224 -0.06059919 -0.03941999 -0.05521284  0.03871373 -0.10032436
  0.01278959  0.01682827  0.1389509  -0.13808767 -0.02328491 -0.01511819
 -0.01913016 -0.09706116 -0.05306898  0.03165109  0.09062522 -0.09173584
  0.01011549  0.08673967  0.07358987  0.01177979 -0.00766427 -0.10236467
 -0.00755092 -0.00085231  0.04026577  0.0028523  -0.05540248 -0.04375349
 -0.08921596 -0.06910051  0.05454799  0.00537545 -0.12181745 -0.01810128
  0.05158124 -0.00310407  0.0150844   0.00828096  0.0395813   0.09854344
  0.03627886  0.09330641 -0.02772863  0.0028098  -0.1564331  -0.0070592
  0.12416295  0.0466047  -0.08783831 -0.09889875 -0.00437709  0.11266654
 -0.05058684  0.02495466  0.06994629  0.01169259  0.07300676  0.02022879
 -0.02615792 -0.00884138 -0.11346871 -0.08454241  0.01175363 -0.00709752
 -0.03148542 -0.00555856  0.04769462 -0.00819179  0.20090158  0.02844674
 -0.00716727  0.00440761  0.02580043 -0.02498845 -0.03398786  0.04553223
 -0.0493382   0.04509626  0.07397461 -0.01580375  0.07260568  0.04044996
  0.06761824  0.04195295 -0.02151053 -0.03487287 -0.1258981   0.08195277
  0.01890564 -0.11161586  0.02229091 -0.00172642  0.05022321  0.00943429
  0.02985491  0.03689793  0.07239478 -0.0282244  -0.08122035 -0.0897522
 -0.13367136  0.0145656   0.10696847  0.03724452  0.13247898 -0.02284459
 -0.14181955 -0.12271554 -0.04162162  0.01014927 -0.1251395   0.02889579
 -0.08047485  0.03116853  0.02269854 -0.00192479  0.00861904 -0.05454363
 -0.04323033  0.0447998  -0.04663958  0.05375018 -0.07704381 -0.01891654
  0.01067243 -0.06514631  0.01318577 -0.132673   -0.11508615 -0.00999233]"
127,11,2,2,0.972320507,"[ 0.0665414   0.09287807 -0.02605765  0.12189592 -0.07272339  0.00914001
 -0.00882394 -0.11403111  0.10660226  0.11384801 -0.04949079 -0.06254142
 -0.07052612  0.05111258 -0.14114816  0.02228655  0.07725307  0.11165074
 -0.07489014 -0.11608451 -0.00889369  0.03681292  0.04677037  0.04876709
  0.02463205 -0.02566637 -0.11530195 -0.01609584  0.05004665 -0.02083152
 -0.00300598  0.0123945  -0.01995632 -0.02268764 -0.00027902  0.0554112
  0.02001081  0.03932408  0.03649902  0.08462743  0.03873989  0.01334054
  0.10858154 -0.00274658 -0.02647182 -0.06467111 -0.09566825 -0.09029252
 -0.05299595  0.06483678 -0.1136431   0.05074637  0.01165663 -0.01614816
 -0.01273019 -0.01721082 -0.02004133 -0.03795515  0.04839216 -0.13107736
 -0.06095886  0.07191686 -0.06083243 -0.00355748 -0.04296003 -0.01093401
 -0.07590158  0.13415527  0.00423758  0.00251116  0.00163051 -0.00764029
  0.0571725   0.01919447 -0.08632115 -0.08145577  0.09715053  0.06105259
  0.04778399  0.08317893 -0.01805769 -0.05935233  0.07463728 -0.03552028
  0.05501883 -0.01000977 -0.0503976   0.18193708  0.04761015  0.00348772
  0.04271153  0.08480399 -0.1315918  -0.16410173  0.05485317  0.03392683
  0.01799992 -0.01123047  0.091762   -0.03502982 -0.05322266 -0.044887
  0.00663539 -0.00794765  0.02979388  0.02073452 -0.0325579   0.00141035
  0.0063433   0.0199585  -0.1244594  -0.0299421  -0.06910924 -0.01999991
  0.05223737  0.09307317 -0.03754316 -0.02514212  0.01329695  0.01845006
  0.01832363  0.06461879 -0.01361302  0.09101649  0.01522391 -0.1589617
 -0.01054927  0.04802595 -0.00360979  0.0489502   0.01179068 -0.06831142
 -0.02556937 -0.1078404  -0.01619611 -0.0385655  -0.03209141 -0.02976772
  0.06052181  0.12541853  0.11861257 -0.04203578  0.0281808  -0.00373186
  0.00333078 -0.05960519 -0.07052612  0.02139718 -0.02291434  0.00164849
  0.07308524 -0.1167777  -0.03451102  0.02228655 -0.03283691 -0.07477678
 -0.03519113  0.04460362  0.10681152 -0.05118915 -0.04446847  0.00556292
  0.05525861  0.04377965  0.00837054 -0.04340472  0.074149   -0.0333361
 -0.01108224 -0.06059919 -0.03941999 -0.05521284  0.03871373 -0.10032436
  0.01278959  0.01682827  0.1389509  -0.13808767 -0.02328491 -0.01511819
 -0.01913016 -0.09706116 -0.05306898  0.03165109  0.09062522 -0.09173584
  0.01011549  0.08673967  0.07358987  0.01177979 -0.00766427 -0.10236467
 -0.00755092 -0.00085231  0.04026577  0.0028523  -0.05540248 -0.04375349
 -0.08921596 -0.06910051  0.05454799  0.00537545 -0.12181745 -0.01810128
  0.05158124 -0.00310407  0.0150844   0.00828096  0.0395813   0.09854344
  0.03627886  0.09330641 -0.02772863  0.0028098  -0.1564331  -0.0070592
  0.12416295  0.0466047  -0.08783831 -0.09889875 -0.00437709  0.11266654
 -0.05058684  0.02495466  0.06994629  0.01169259  0.07300676  0.02022879
 -0.02615792 -0.00884138 -0.11346871 -0.08454241  0.01175363 -0.00709752
 -0.03148542 -0.00555856  0.04769462 -0.00819179  0.20090158  0.02844674
 -0.00716727  0.00440761  0.02580043 -0.02498845 -0.03398786  0.04553223
 -0.0493382   0.04509626  0.07397461 -0.01580375  0.07260568  0.04044996
  0.06761824  0.04195295 -0.02151053 -0.03487287 -0.1258981   0.08195277
  0.01890564 -0.11161586  0.02229091 -0.00172642  0.05022321  0.00943429
  0.02985491  0.03689793  0.07239478 -0.0282244  -0.08122035 -0.0897522
 -0.13367136  0.0145656   0.10696847  0.03724452  0.13247898 -0.02284459
 -0.14181955 -0.12271554 -0.04162162  0.01014927 -0.1251395   0.02889579
 -0.08047485  0.03116853  0.02269854 -0.00192479  0.00861904 -0.05454363
 -0.04323033  0.0447998  -0.04663958  0.05375018 -0.07704381 -0.01891654
  0.01067243 -0.06514631  0.01318577 -0.132673   -0.11508615 -0.00999233]"
127,11,1,0,1,"[ 0.0665414   0.09287807 -0.02605765  0.12189592 -0.07272339  0.00914001
 -0.00882394 -0.11403111  0.10660226  0.11384801 -0.04949079 -0.06254142
 -0.07052612  0.05111258 -0.14114816  0.02228655  0.07725307  0.11165074
 -0.07489014 -0.11608451 -0.00889369  0.03681292  0.04677037  0.04876709
  0.02463205 -0.02566637 -0.11530195 -0.01609584  0.05004665 -0.02083152
 -0.00300598  0.0123945  -0.01995632 -0.02268764 -0.00027902  0.0554112
  0.02001081  0.03932408  0.03649902  0.08462743  0.03873989  0.01334054
  0.10858154 -0.00274658 -0.02647182 -0.06467111 -0.09566825 -0.09029252
 -0.05299595  0.06483678 -0.1136431   0.05074637  0.01165663 -0.01614816
 -0.01273019 -0.01721082 -0.02004133 -0.03795515  0.04839216 -0.13107736
 -0.06095886  0.07191686 -0.06083243 -0.00355748 -0.04296003 -0.01093401
 -0.07590158  0.13415527  0.00423758  0.00251116  0.00163051 -0.00764029
  0.0571725   0.01919447 -0.08632115 -0.08145577  0.09715053  0.06105259
  0.04778399  0.08317893 -0.01805769 -0.05935233  0.07463728 -0.03552028
  0.05501883 -0.01000977 -0.0503976   0.18193708  0.04761015  0.00348772
  0.04271153  0.08480399 -0.1315918  -0.16410173  0.05485317  0.03392683
  0.01799992 -0.01123047  0.091762   -0.03502982 -0.05322266 -0.044887
  0.00663539 -0.00794765  0.02979388  0.02073452 -0.0325579   0.00141035
  0.0063433   0.0199585  -0.1244594  -0.0299421  -0.06910924 -0.01999991
  0.05223737  0.09307317 -0.03754316 -0.02514212  0.01329695  0.01845006
  0.01832363  0.06461879 -0.01361302  0.09101649  0.01522391 -0.1589617
 -0.01054927  0.04802595 -0.00360979  0.0489502   0.01179068 -0.06831142
 -0.02556937 -0.1078404  -0.01619611 -0.0385655  -0.03209141 -0.02976772
  0.06052181  0.12541853  0.11861257 -0.04203578  0.0281808  -0.00373186
  0.00333078 -0.05960519 -0.07052612  0.02139718 -0.02291434  0.00164849
  0.07308524 -0.1167777  -0.03451102  0.02228655 -0.03283691 -0.07477678
 -0.03519113  0.04460362  0.10681152 -0.05118915 -0.04446847  0.00556292
  0.05525861  0.04377965  0.00837054 -0.04340472  0.074149   -0.0333361
 -0.01108224 -0.06059919 -0.03941999 -0.05521284  0.03871373 -0.10032436
  0.01278959  0.01682827  0.1389509  -0.13808767 -0.02328491 -0.01511819
 -0.01913016 -0.09706116 -0.05306898  0.03165109  0.09062522 -0.09173584
  0.01011549  0.08673967  0.07358987  0.01177979 -0.00766427 -0.10236467
 -0.00755092 -0.00085231  0.04026577  0.0028523  -0.05540248 -0.04375349
 -0.08921596 -0.06910051  0.05454799  0.00537545 -0.12181745 -0.01810128
  0.05158124 -0.00310407  0.0150844   0.00828096  0.0395813   0.09854344
  0.03627886  0.09330641 -0.02772863  0.0028098  -0.1564331  -0.0070592
  0.12416295  0.0466047  -0.08783831 -0.09889875 -0.00437709  0.11266654
 -0.05058684  0.02495466  0.06994629  0.01169259  0.07300676  0.02022879
 -0.02615792 -0.00884138 -0.11346871 -0.08454241  0.01175363 -0.00709752
 -0.03148542 -0.00555856  0.04769462 -0.00819179  0.20090158  0.02844674
 -0.00716727  0.00440761  0.02580043 -0.02498845 -0.03398786  0.04553223
 -0.0493382   0.04509626  0.07397461 -0.01580375  0.07260568  0.04044996
  0.06761824  0.04195295 -0.02151053 -0.03487287 -0.1258981   0.08195277
  0.01890564 -0.11161586  0.02229091 -0.00172642  0.05022321  0.00943429
  0.02985491  0.03689793  0.07239478 -0.0282244  -0.08122035 -0.0897522
 -0.13367136  0.0145656   0.10696847  0.03724452  0.13247898 -0.02284459
 -0.14181955 -0.12271554 -0.04162162  0.01014927 -0.1251395   0.02889579
 -0.08047485  0.03116853  0.02269854 -0.00192479  0.00861904 -0.05454363
 -0.04323033  0.0447998  -0.04663958  0.05375018 -0.07704381 -0.01891654
  0.01067243 -0.06514631  0.01318577 -0.132673   -0.11508615 -0.00999233]"
64,3,0,0,1,"[ 0.06770834  0.08919271 -0.02685547  0.09458097 -0.11813354 -0.00947571
  0.13411458 -0.09153239  0.10707601  0.11962891 -0.03308105 -0.09016927
  0.06794739  0.0447286   0.00874837  0.10762533  0.07037354  0.10514323
 -0.1188558  -0.13798015  0.00732422  0.06223552 -0.16227214 -0.01303101
 -0.08389536 -0.04182943 -0.00414785  0.19049327  0.05985514 -0.04630534
  0.10164388 -0.04477946  0.01759847  0.1097819   0.06339518 -0.03141276
  0.03540039  0.05627441  0.02762858 -0.03173828  0.16482544  0.0764974
  0.0616862   0.03357951  0.03455607 -0.10909525 -0.14646403 -0.06288656
 -0.04300944  0.00642904  0.02209473 -0.07149252 -0.11421712 -0.13008626
  0.01289876  0.05268733 -0.10038248 -0.10603841 -0.01759847 -0.09647623
 -0.02661133  0.05847168 -0.05053711 -0.07116699 -0.05826823  0.09875488
  0.02335103  0.15698242 -0.16151936  0.07472738  0.07761637 -0.00899251
  0.06382243  0.02901204 -0.07826742 -0.11871338  0.13324992  0.06708781
 -0.01177979  0.07447306 -0.00499471  0.01845296  0.07014974 -0.0230662
  0.0851237   0.0273234  -0.03922526  0.2187093  -0.05859884  0.03926595
  0.06811523 -0.09041341  0.02007039  0.00048828  0.13704427 -0.06685384
 -0.10351562  0.00976562  0.02704875  0.03559875  0.05860392  0.00341797
 -0.03487142  0.07077535  0.00131226 -0.04146321 -0.1300761   0.00834147
  0.0179952  -0.0006307  -0.03672282 -0.00817871 -0.01904297  0.02197266
  0.11952718  0.04341634 -0.0271403  -0.09895834  0.05738831  0.08948771
 -0.02097066  0.03999837 -0.13720703 -0.01038106 -0.02678426  0.04785156
  0.06595866 -0.02191162  0.08609009  0.10050455  0.05002848 -0.07218424
 -0.09790039 -0.00797526 -0.04223633 -0.0682373  -0.05251567 -0.05200195
  0.04296875  0.03162638  0.07273356 -0.09811401 -0.03820801  0.06632487
  0.08060709  0.03255208  0.07373047  0.04296875 -0.07017008  0.01808675
  0.16894531 -0.05993144 -0.084788    0.06530762 -0.00071716  0.00334676
 -0.16009521  0.01176961 -0.0197347  -0.02549235  0.07017008 -0.00813802
 -0.05927022 -0.02598063 -0.01283773 -0.03662109  0.05662028 -0.04124451
 -0.07284546  0.0084432  -0.11960856 -0.03895569 -0.08679199 -0.07560221
  0.00960286  0.02022298  0.17923991 -0.16411717 -0.03914388 -0.01868947
 -0.02966309 -0.05134837 -0.05147298  0.02060954  0.00742594  0.11021932
 -0.04162471  0.07293701  0.03361003  0.01509603 -0.07743327 -0.00929769
 -0.03690593  0.0633138  -0.0267334   0.00455729  0.04123942 -0.07822672
 -0.00240072 -0.05234782  0.03712972  0.05204264 -0.07241821 -0.07949829
 -0.06221517 -0.01569112  0.03975423 -0.01797485  0.09929339 -0.08288574
 -0.07137045  0.05757141 -0.0304362   0.09745535 -0.12265015 -0.05517578
  0.0975647   0.065389   -0.05521647  0.09535726  0.03403727  0.01212565
  0.0344696   0.01509603 -0.00791677  0.01076253  0.03317261 -0.02789307
  0.07824707  0.02072144 -0.06329346 -0.05594889  0.02319336 -0.0316569
 -0.02205404 -0.04207611  0.11621094 -0.03049215  0.12137858  0.07348633
 -0.05987549  0.01550293  0.0888443  -0.07700094 -0.00258382 -0.06048584
 -0.10009766  0.07526652  0.05809529  0.05576579  0.00606028  0.08104452
 -0.06663004 -0.07978312  0.00098673 -0.08483887 -0.04695638  0.10599772
  0.02464803 -0.01319377  0.07565816  0.02128092  0.05924479  0.08341471
  0.19144695 -0.02083333 -0.02434286  0.00150553 -0.00309245 -0.0846405
  0.043986    0.01701323  0.02823893 -0.0289917  -0.01196289 -0.0676651
 -0.07941691 -0.12394205 -0.04130046  0.00423177  0.02530416  0.15075684
  0.04486084 -0.06339518  0.03253428  0.01921082 -0.13834636 -0.04364014
 -0.06689453 -0.07643636 -0.11939494  0.12182617 -0.04996745  0.01981608
 -0.03857422  0.0064799   0.10496394 -0.03753662  0.04743449  0.04361979]"
